"id","kategori","deger"
"1445","A","412"
"1451","A","284"
"1454","A","314"
"1455","A","252"
"1460","A","94"
"1461","A","301"
"1462","A","177"
"1469","A","41"
"1470","A","96"
"1472","A","341"
"1481","A","41"
"1483","A","73"
"1487","A","165"
"1488","A","380"
"1489","A","362"
"1490","A","465"
"1495","A","217"
"1512","A","48"
"1513","A","154"
"1519","A","395"
"1521","A","76"
"1522","A","413"
"1523","A","10"
"1524","A","142"
"1527","A","432"
"1533","A","483"
"1536","A","99"
"1539","A","90"
"1543","A","83"
"1548","A","299"
"1550","A","351"
"1551","A","144"
"1555","A","448"
"1566","A","443"
"1582","A","324"
"1586","A","129"
"1587","A","242"
"1597","A","125"
"1599","A","334"
"1603","A","55"
"1607","A","40"
"1610","A","451"
"1613","A","368"
"1617","A","398"
"1619","A","488"
"1620","A","371"
"1626","A","19"
"1627","A","247"
"1634","A","321"
"1636","A","65"
"1637","A","10"
"1638","A","247"
"1641","A","71"
"1642","A","240"
"1644","A","179"
"1648","A","302"
"1658","A","195"
"1667","A","404"
"1671","A","302"
"1673","A","297"
"1674","A","62"
"1675","A","138"
"1682","A","194"
"1683","A","104"
"1685","A","468"
"1687","A","199"
"1688","A","95"
"1694","A","141"
"1696","A","141"
"1698","A","319"
"1700","A","198"
"1710","A","425"
"1711","A","449"
"1712","A","65"
"1713","A","109"
"1719","A","223"
"1727","A","381"
"1734","A","432"
"1736","A","155"
"1747","A","486"
"1754","A","311"
"1756","A","44"
"1757","A","487"
"1764","A","182"
"1767","A","468"
"1769","A","410"
"1772","A","118"
"1788","A","194"
"1790","A","245"
"1799","A","147"
"1801","A","304"
"1804","A","184"
"1807","A","229"
"1811","A","49"
"1813","A","171"
"1824","A","146"
"1825","A","242"
"1829","A","470"
"1831","A","33"
"1839","A","286"
"1848","A","394"
"1851","A","457"
"1853","A","213"
"1856","A","126"
"1857","A","69"
"1859","A","427"
"1867","A","26"
"1868","A","16"
"1871","A","491"
"1876","A","287"
"1879","A","408"
"1882","A","303"
"1883","A","351"
"1884","A","358"
"1889","A","315"
"1892","A","47"
"1894","A","98"
"1901","A","114"
"1902","A","375"
"1903","A","397"
"1906","A","456"
"1907","A","221"
"1909","A","472"
"1919","A","31"
"1921","A","74"
"1925","A","376"
"1926","A","202"
"1932","A","480"
"1944","A","164"
"1946","A","438"
"1955","A","347"
"1958","A","320"
"1961","A","360"
"1964","A","98"
"1965","A","169"
"1966","A","451"
"1968","A","189"
"1969","A","211"
"1970","A","454"
"1971","A","493"
"1975","A","24"
"1980","A","392"
"1989","A","55"
"1993","A","149"
"1994","A","462"
"1995","A","86"
"1997","A","159"
"1999","A","297"
"2008","A","55"
"2009","A","345"
"2011","A","465"
"2016","A","86"
"2018","A","55"
"2023","A","115"
"2024","A","467"
"2031","A","259"
"2034","A","151"
"2040","A","467"
"2042","A","366"
"2049","A","191"
"2060","A","44"
"2067","A","160"
"2070","A","57"
"2080","A","358"
"2082","A","36"
"2084","A","86"
"2085","A","332"
"2087","A","367"
"2089","A","324"
"2101","A","491"
"2102","A","155"
"2111","A","322"
"2113","A","12"
"2114","A","328"
"2116","A","78"
"2118","A","471"
"2123","A","494"
"2126","A","284"
"2130","A","441"
"2131","A","241"
"2133","A","194"
"2135","A","116"
"2143","A","445"
"2144","A","292"
"2146","A","126"
"2147","A","217"
"2150","A","194"
"2152","A","394"
"2153","A","234"
"2159","A","13"
"2160","A","426"
"2161","A","443"
"2172","A","231"
"2174","A","490"
"2181","A","75"
"2184","A","173"
"2186","A","369"
"2191","A","256"
"2193","A","494"
"2194","A","183"
"2199","A","92"
"2200","A","84"
"2204","A","162"
"2205","A","121"
"2209","A","280"
"2210","A","106"
"2217","A","178"
"2223","A","353"
"2225","A","478"
"2227","A","118"
"2228","A","46"
"2231","A","194"
"2234","A","79"
"2239","A","345"
"2240","A","477"
"2242","A","127"
"2246","A","327"
"2249","A","272"
"2250","A","194"
"2260","A","451"
"2265","A","415"
"2268","A","410"
"2270","A","345"
"2271","A","388"
"2272","A","380"
"2275","A","122"
"2278","A","284"
"2287","A","10"
"2288","A","216"
"2289","A","44"
"2296","A","339"
"2300","A","391"
"2301","A","201"
"2303","A","210"
"2304","A","129"
"2305","A","253"
"2313","A","202"
"2315","A","404"
"2317","A","390"
"2325","A","288"
"2333","A","288"
"2334","A","119"
"2339","A","106"
"2342","A","251"
"2343","A","137"
"2344","A","105"
"2351","A","415"
"2359","A","479"
"2367","A","265"
"2368","A","496"
"2378","A","191"
"2381","A","153"
"2384","A","261"
"2394","A","89"
"2400","A","430"
"2403","A","366"
"2405","A","97"
"2418","A","358"
"2420","A","103"
"2422","A","424"
"2423","A","379"
"2427","A","344"
"2428","A","25"
"2440","A","350"
"2445","A","239"
"2446","A","128"
"2449","A","252"
"2454","A","350"
"2455","A","393"
"2458","A","401"
"2464","A","437"
"2467","A","247"
"2468","A","186"
"2479","A","271"
"2480","A","168"
"2481","A","74"
"2482","A","113"
"2491","A","142"
"2494","A","38"
"2502","A","214"
"2506","A","64"
"2511","A","376"
"2514","A","193"
"2519","A","255"
"2520","A","433"
"2526","A","238"
"2527","A","137"
"2529","A","158"
"2540","A","340"
"2541","A","461"
"2542","A","419"
"2545","A","349"
"2551","A","201"
"2552","A","78"
"2554","A","122"
"2563","A","119"
"2569","A","373"
"2571","A","490"
"2572","A","415"
"2573","A","50"
"2574","A","323"
"2576","A","37"
"2577","A","222"
"2594","A","342"
"2597","A","276"
"2601","A","281"
"2603","A","408"
"2607","A","219"
"2632","A","99"
"2642","A","19"
"2643","A","110"
"2644","A","21"
"2651","A","489"
"2653","A","32"
"2655","A","225"
"2665","A","71"
"2668","A","117"
"2675","A","313"
"2676","A","120"
"2680","A","303"
"2683","A","346"
"2685","A","91"
"2688","A","122"
"2691","A","263"
"2700","A","287"
"2703","A","149"
"2706","A","63"
"2721","A","333"
"2724","A","390"
"2727","A","403"
"2729","A","478"
"2743","A","144"
"2744","A","362"
"2746","A","452"
"2747","A","488"
"2751","A","351"
"2756","A","382"
"2761","A","339"
"2763","A","129"
"2764","A","322"
"2768","A","227"
"2769","A","283"
"2771","A","271"
"2776","A","85"
"2787","A","371"
"2791","A","178"
"2792","A","475"
"2793","A","405"
"2798","A","91"
"2799","A","271"
"2804","A","355"
"2806","A","58"
"2808","A","493"
"2810","A","355"
"2811","A","234"
"2812","A","266"
"2822","A","228"
"2827","A","183"
"2829","A","478"
"2832","A","151"
"2833","A","422"
"2837","A","160"
"2838","A","68"
"2840","A","98"
"2841","A","475"
"2842","A","324"
"2848","A","277"
"2855","A","173"
"2857","A","132"
"2858","A","186"
"2872","A","286"
"2881","A","401"
"2882","A","382"
"2885","A","86"
"2888","A","474"
"2893","A","56"
"2902","A","223"
"2907","A","479"
"2911","A","213"
"2914","A","334"
"2915","A","215"
"2920","A","19"
"2922","A","117"
"2923","A","290"
"2932","A","379"
"2933","A","150"
"2934","A","42"
"2935","A","364"
"2937","A","113"
"2938","A","20"
"2939","A","414"
"2940","A","471"
"2942","A","160"
"2946","A","429"
"2955","A","445"
"2956","A","394"
"2959","A","441"
"2961","A","229"
"2966","A","424"
"2967","A","386"
"2969","A","413"
"2974","A","15"
"2977","A","119"
"2978","A","27"
"2979","A","392"
"2980","A","294"
"2982","A","383"
"2995","A","237"
"2997","A","493"
"3004","A","422"
"3005","A","274"
"3007","A","110"
"3009","A","250"
"3012","A","48"
"3026","A","107"
"3027","A","171"
"3033","A","379"
"3036","A","399"
"3042","A","57"
"3043","A","118"
"3048","A","59"
"3051","A","121"
"3055","A","231"
"3066","A","82"
"3067","A","469"
"3070","A","325"
"3078","A","43"
"3083","A","209"
"3085","A","336"
"3094","A","107"
"3097","A","413"
"3101","A","227"
"3105","A","11"
"3108","A","233"
"3110","A","62"
"3115","A","409"
"3116","A","404"
"3121","A","460"
"3124","A","445"
"3133","A","141"
"3138","A","409"
"3141","A","195"
"3143","A","298"
"3147","A","265"
"3149","A","290"
"3150","A","302"
"3153","A","385"
"3161","A","349"
"3163","A","103"
"3164","A","370"
"3165","A","159"
"3167","A","427"
"3172","A","68"
"3177","A","170"
"3179","A","156"
"3180","A","481"
"3193","A","219"
"3197","A","331"
"3198","A","272"
"3201","A","348"
"3203","A","331"
"3206","A","276"
"3209","A","416"
"3210","A","19"
"3214","A","417"
"3218","A","118"
"3226","A","245"
"3236","A","285"
"3247","A","460"
"3248","A","96"
"3249","A","72"
"3252","A","16"
"3258","A","317"
"3262","A","212"
"3270","A","388"
"3276","A","213"
"3281","A","379"
"3282","A","257"
"3284","A","258"
"3292","A","425"
"3293","A","178"
"3299","A","484"
"3302","A","285"
"3305","A","149"
"3307","A","471"
"3308","A","243"
"3311","A","309"
"3312","A","90"
"3313","A","305"
"3330","A","23"
"3335","A","454"
"3339","A","166"
"3352","A","455"
"3354","A","151"
"3366","A","363"
"3368","A","189"
"3369","A","124"
"3371","A","203"
"3375","A","130"
"3380","A","197"
"3384","A","90"
"3386","A","407"
"3387","A","40"
"3388","A","258"
"3391","A","203"
"3394","A","86"
"3397","A","471"
"3404","A","148"
"3409","A","218"
"3414","A","312"
"3423","A","104"
"3427","A","59"
"3432","A","356"
"3436","A","287"
"3439","A","366"
"3441","A","317"
"3442","A","471"
"3451","A","238"
"3456","A","76"
"3457","A","95"
"3461","A","96"
"3469","A","352"
"3474","A","380"
"3482","A","220"
"3483","A","360"
"3485","A","358"
"3491","A","250"
"3495","A","497"
"3501","A","214"
"3502","A","448"
"3503","A","136"
"3504","A","341"
"3507","A","24"
"3508","A","75"
"3509","A","303"
"3511","A","234"
"3512","A","107"
"3515","A","448"
"3517","A","227"
"3521","A","499"
"3525","A","168"
"3536","A","401"
"3537","A","433"
"3539","A","344"
"3542","A","105"
"3544","A","143"
"3545","A","176"
"3546","A","485"
"3548","A","146"
"3550","A","171"
"3551","A","214"
"3552","A","320"
"3556","A","485"
"3557","A","224"
"3564","A","22"
"3573","A","47"
"3575","A","271"
"3579","A","60"
"3581","A","410"
"3584","A","410"
"3586","A","499"
"3588","A","483"
"3590","A","164"
"3593","A","14"
"3594","A","74"
"3599","A","357"
"3600","A","268"
"3602","A","434"
"3618","A","392"
"3619","A","340"
"3631","A","288"
"3636","A","314"
"3637","A","115"
"3642","A","374"
"3647","A","493"
"3648","A","314"
"3649","A","461"
"3656","A","179"
"3663","A","468"
"3664","A","252"
"3675","A","123"
"3679","A","327"
"3680","A","240"
"3686","A","277"
"3692","A","322"
"3697","A","170"
"3699","A","82"
"3706","A","65"
"3708","A","365"
"3711","A","158"
"3712","A","490"
"3714","A","397"
"3729","A","99"
"3732","A","333"
"3733","A","260"
"3736","A","62"
"3737","A","352"
"3748","A","86"
"3751","A","26"
"3752","A","450"
"3753","A","276"
"3760","A","434"
"3765","A","44"
"3767","A","315"
"3774","A","315"
"3776","A","10"
"3778","A","363"
"3787","A","300"
"3789","A","422"
"3796","A","48"
"3798","A","58"
"3799","A","342"
"3808","A","343"
"3811","A","395"
"3813","A","256"
"3814","A","333"
"3824","A","348"
"3828","A","176"
"3836","A","76"
"3838","A","113"
"3842","A","169"
"3848","A","469"
"3849","A","49"
"3851","A","208"
"3855","A","467"
"3859","A","412"
"3876","A","423"
"3882","A","407"
"3887","A","290"
"3893","A","344"
"3897","A","56"
"3899","A","462"
"3903","A","187"
"3909","A","182"
"3912","A","70"
"3913","A","182"
"3914","A","387"
"3928","A","188"
"3931","A","378"
"3932","A","77"
"3934","A","427"
"3938","A","452"
"3940","A","268"
"3944","A","411"
"3946","A","233"
"3948","A","24"
"3950","A","263"
"3957","A","255"
"3958","A","194"
"3960","A","16"
"3962","A","337"
"3963","A","224"
"3966","A","271"
"3976","A","453"
"3978","A","38"
"3981","A","123"
"3987","A","377"
"3991","A","325"
"3993","A","165"
"4013","A","242"
"4014","A","308"
"4017","A","138"
"4018","A","183"
"4026","A","455"
"4027","A","292"
"4030","A","183"
"4045","A","17"
"4052","A","363"
"4053","A","161"
"4055","A","30"
"4057","A","315"
"4061","A","391"
"4063","A","205"
"4066","A","82"
"4067","A","418"
"4070","A","141"
"4071","A","329"
"4072","A","345"
"4073","A","34"
"4075","A","16"
"4079","A","305"
"4083","A","415"
"4084","A","100"
"4086","A","70"
"4087","A","211"
"4092","A","120"
"4095","A","65"
"4096","A","202"
"4102","A","337"
"4104","A","311"
"4105","A","287"
"4109","A","30"
"4116","A","249"
"4131","A","35"
"4135","A","83"
"4146","A","49"
"4153","A","468"
"4154","A","352"
"4159","A","312"
"4162","A","251"
"4168","A","80"
"4176","A","444"
"4181","A","250"
"4191","A","227"
"4193","A","14"
"4194","A","82"
"4197","A","411"
"4213","A","471"
"4220","A","396"
"4222","A","66"
"4226","A","413"
"4231","A","244"
"4239","A","120"
"4245","A","214"
"4247","A","114"
"4249","A","269"
"4250","A","23"
"4252","A","403"
"4263","A","374"
"4264","A","494"
"4266","A","201"
"4268","A","135"
"4274","A","30"
"4276","A","178"
"4278","A","19"
"4279","A","126"
"4287","A","289"
"4293","A","485"
"4294","A","436"
"4304","A","275"
"4309","A","297"
"4310","A","442"
"4314","A","153"
"4320","A","201"
"4325","A","111"
"4326","A","119"
"4333","A","204"
"4335","A","383"
"4346","A","68"
"4349","A","200"
"4358","A","145"
"4363","A","42"
"4365","A","164"
"4366","A","276"
"4367","A","362"
"4373","A","498"
"4375","A","359"
"4378","A","179"
"4382","A","403"
"4395","A","492"
"4405","A","285"
"4406","A","495"
"4415","A","261"
"4422","A","445"
"4425","A","349"
"4429","A","464"
"4433","A","393"
"4441","A","360"
"4442","A","439"
"4445","A","61"
"4447","A","323"
"4449","A","474"
"4452","A","224"
"4455","A","129"
"4457","A","212"
"4461","A","475"
"4468","A","326"
"4469","A","25"
"4472","A","251"
"4478","A","123"
"4480","A","268"
"4489","A","214"
"4491","A","496"
"4492","A","380"
"4495","A","231"
"4498","A","397"
"4499","A","438"
"4500","A","485"
"4501","A","304"
"4502","A","211"
"4503","A","63"
"4506","A","294"
"4510","A","411"
"4512","A","287"
"4522","A","35"
"4526","A","275"
"4529","A","431"
"4533","A","479"
"4534","A","498"
"4544","A","40"
"4553","A","237"
"4554","A","97"
"4560","A","292"
"4562","A","472"
"4563","A","435"
"4572","A","371"
"4573","A","39"
"4574","A","56"
"4575","A","184"
"4576","A","59"
"4582","A","203"
"4585","A","56"
"4586","A","182"
"4587","A","138"
"4589","A","128"
"4591","A","365"
"4597","A","98"
"4600","A","111"
"4601","A","432"
"4602","A","144"
"4609","A","113"
"4610","A","13"
"4612","A","291"
"4613","A","406"
"4614","A","361"
"4615","A","436"
"4617","A","385"
"4622","A","332"
"4624","A","216"
"4630","A","85"
"4633","A","193"
"4634","A","177"
"4641","A","452"
"4642","A","366"
"4643","A","427"
"4645","A","143"
"4647","A","497"
"4648","A","233"
"4653","A","418"
"4655","A","49"
"4660","A","449"
"4663","A","400"
"4671","A","302"
"4675","A","287"
"4681","A","163"
"4682","A","101"
"4687","A","251"
"4691","A","331"
"4692","A","267"
"4697","A","311"
"4703","A","305"
"4704","A","159"
"4711","A","435"
"4713","A","154"
"4720","A","59"
"4721","A","118"
"4726","A","76"
"4728","A","29"
"4731","A","32"
"4732","A","414"
"4734","A","398"
"4737","A","432"
"4740","A","78"
"4743","A","475"
"4749","A","227"
"4751","A","133"
"4752","A","20"
"4765","A","264"
"4774","A","90"
"4778","A","25"
"4784","A","442"
"4787","A","314"
"4789","A","111"
"4790","A","231"
"4794","A","130"
"4806","A","454"
"4807","A","67"
"4810","A","34"
"4818","A","196"
"4821","A","37"
"4822","A","286"
"4824","A","94"
"4831","A","401"
"4845","A","410"
"4847","A","298"
"4850","A","174"
"4852","A","84"
"4853","A","37"
"4856","A","439"
"4863","A","262"
"4864","A","363"
"4865","A","273"
"4866","A","52"
"4871","A","30"
"4872","A","440"
"4877","A","354"
"4878","A","78"
"4879","A","156"
"4880","A","116"
"4881","A","176"
"4883","A","39"
"4885","A","456"
"4893","A","275"
"4896","A","266"
"4897","A","10"
"4901","A","393"
"4907","A","408"
"4911","A","62"
"4913","A","480"
"4919","A","336"
"4920","A","32"
"4926","A","142"
"4930","A","71"
"4932","A","348"
"4935","A","480"
"4936","A","37"
"4937","A","346"
"4944","A","402"
"4948","A","120"
"4952","A","383"
"4957","A","123"
"4958","A","231"
"4961","A","357"
"4966","A","84"
"4982","A","120"
"4990","A","316"
"4993","A","411"
"4995","A","37"
"5006","A","297"
"5010","A","160"
"5013","A","457"
"5014","A","479"
"5015","A","168"
"5016","A","28"
"5017","A","209"
"5025","A","389"
"5026","A","50"
"5029","A","16"
"5036","A","270"
"5045","A","185"
"5049","A","383"
"5054","A","276"
"5062","A","455"
"5068","A","266"
"5070","A","366"
"5071","A","486"
"5072","A","71"
"5074","A","252"
"5075","A","53"
"5078","A","47"
"5081","A","267"
"5083","A","19"
"5090","A","183"
"5105","A","322"
"5106","A","333"
"5109","A","322"
"5110","A","52"
"5117","A","95"
"5128","A","166"
"5144","A","100"
"5146","A","477"
"5148","A","358"
"5149","A","203"
"5150","A","24"
"5152","A","276"
"5153","A","433"
"5154","A","353"
"5156","A","88"
"5158","A","466"
"5159","A","397"
"5162","A","461"
"5181","A","90"
"5188","A","290"
"5203","A","10"
"5205","A","235"
"5207","A","12"
"5209","A","366"
"5211","A","463"
"5217","A","73"
"5222","A","323"
"5224","A","241"
"5226","A","246"
"5228","A","162"
"5231","A","34"
"5232","A","19"
"5235","A","172"
"5244","A","178"
"5246","A","156"
"5252","A","113"
"5253","A","92"
"5257","A","273"
"5258","A","142"
"5261","A","207"
"5267","A","454"
"5268","A","455"
"5270","A","406"
"5271","A","354"
"5272","A","316"
"5276","A","99"
"5279","A","240"
"5281","A","50"
"5282","A","248"
"5287","A","154"
"5289","A","123"
"5290","A","100"
"5296","A","47"
"5305","A","77"
"5308","A","229"
"5309","A","352"
"5311","A","201"
"5312","A","135"
"5317","A","268"
"5318","A","273"
"5324","A","330"
"5326","A","278"
"5328","A","194"
"5329","A","436"
"5331","A","233"
"5342","A","161"
"5347","A","354"
"5349","A","129"
"5353","A","79"
"5354","A","253"
"5355","A","334"
"5359","A","330"
"5362","A","120"
"5365","A","23"
"5366","A","301"
"5371","A","24"
"5376","A","181"
"5380","A","469"
"5385","A","91"
"5387","A","101"
"5393","A","70"
"5399","A","481"
"5406","A","132"
"5411","A","161"
"5413","A","266"
"5418","A","308"
"5419","A","403"
"5420","A","88"
"5425","A","454"
"5431","A","252"
"5433","A","64"
"5438","A","107"
"5442","A","275"
"5444","A","353"
"5447","A","256"
"5453","A","465"
"5454","A","383"
"5455","A","46"
"5459","A","331"
"5468","A","121"
"5470","A","99"
"5480","A","253"
"5481","A","302"
"5487","A","87"
"5489","A","326"
"5492","A","83"
"5495","A","187"
"5496","A","330"
"5505","A","31"
"5506","A","19"
"5513","A","491"
"5516","A","223"
"5520","A","421"
"5522","A","345"
"5525","A","251"
"5529","A","152"
"5536","A","126"
"5538","A","332"
"5540","A","32"
"5550","A","485"
"5556","A","332"
"5559","A","190"
"5562","A","169"
"5563","A","202"
"5566","A","112"
"5573","A","80"
"5584","A","206"
"5587","A","218"
"5588","A","493"
"5601","A","21"
"5603","A","487"
"5605","A","67"
"5608","A","339"
"5614","A","485"
"5622","A","42"
"5625","A","44"
"5631","A","163"
"5634","A","366"
"5635","A","123"
"5638","A","148"
"5645","A","81"
"5656","A","67"
"5658","A","491"
"5659","A","226"
"5662","A","114"
"5663","A","392"
"5666","A","413"
"5673","A","210"
"5675","A","351"
"5676","A","232"
"5678","A","168"
"5682","A","267"
"5686","A","329"
"5691","A","285"
"5693","A","440"
"5695","A","238"
"5697","A","234"
"5701","A","212"
"5703","A","182"
"5706","A","40"
"5713","A","105"
"5714","A","19"
"5715","A","274"
"5717","A","381"
"5718","A","164"
"5722","A","38"
"5723","A","29"
"5724","A","338"
"5726","A","152"
"5731","A","345"
"5737","A","327"
"5745","A","373"
"5746","A","433"
"5755","A","424"
"5756","A","96"
"5758","A","170"
"5766","A","333"
"5772","A","405"
"5773","A","109"
"5780","A","479"
"5783","A","78"
"5790","A","416"
"5791","A","245"
"5793","A","203"
"5797","A","158"
"5798","A","439"
"5801","A","343"
"5803","A","37"
"5804","A","462"
"5805","A","310"
"5806","A","111"
"5810","A","240"
"5811","A","119"
"5817","A","488"
"5818","A","280"
"5833","A","324"
"5834","A","409"
"5835","A","361"
"5841","A","465"
"5842","A","448"
"5847","A","290"
"5858","A","29"
"5860","A","171"
"5862","A","61"
"5874","A","468"
"5875","A","378"
"5880","A","289"
"5881","A","357"
"5886","A","153"
"5888","A","71"
"5889","A","484"
"5891","A","222"
"5892","A","458"
"5894","A","260"
"5897","A","431"
"5898","A","155"
"5908","A","454"
"5913","A","499"
"5915","A","351"
"5916","A","310"
"5919","A","133"
"5920","A","190"
"5921","A","167"
"5922","A","311"
"5927","A","69"
"5929","A","64"
"5931","A","423"
"5935","A","45"
"5938","A","116"
"5939","A","102"
"5949","A","267"
"5957","A","163"
"5960","A","372"
"5965","A","254"
"5968","A","419"
"5969","A","155"
"5970","A","458"
"5973","A","238"
"5974","A","360"
"5975","A","115"
"5980","A","328"
"5991","A","188"
"6001","A","109"
"6002","A","249"
"6019","A","402"
"6020","A","385"
"6023","A","249"
"6025","A","255"
"6028","A","492"
"6030","A","458"
"6031","A","169"
"6032","A","145"
"6035","A","303"
"6039","A","375"
"6043","A","222"
"6046","A","166"
"6053","A","135"
"6054","A","51"
"6065","A","179"
"6068","A","164"
"6073","A","114"
